Project Name (Link),Valuation,GC: Company Name,County,Target Start Date,Target Completion Date,Primary Project Type,Owner: Company Name,Owner: Company Phone,Work Type,Address,City,GC: Company Phone,GC: Company Address,GC: Company City,GC: Contact Name,GC: Company County,GC: Company Email,Delivery System,Specs Available,GC: Company Website,Tags (Private),Tags (Shared),User Notes,Comments
CA/DOT: South Pleasanton Slope Repair,$ 717460,"Serafix Engineering Contractors,Inc.",ALAMEDA,2025-07-01,,Site Development,State of California Department of Transportation,9166542852.0,"Alterations, New Project",South Pleasanton Overhead,PLEASANTON,9255528253.0,7 CROW CANYON CT STE 250,SAN RAMON,,CONTRA COSTA,,Design-Bid-Build,N,,,,,
Casserly Road Pm 2.93 3.39 Storm Damage Repair,$ 827500,Irish Excavation,SANTA CRUZ,2025-07-01,,Storm Sewer,County of Santa Cruz,8314542580.0,"Alterations, New Project",Casserly Rd,WATSONVILLE,4086596139.0,305 Vineyard Town Ctr Ste 109,Morgan Hill,Sean Odonoghue,SANTA CLARA,sean@irishexcavation.com,Design-Bid-Build,N,https://www.irishexcavation.com,,,,
New Downtown Library & Affordable Housing,$ 154000000,,SANTA CRUZ,2025-08-01,,Apartments/Condominiums 4  Stories,Eden Housing Inc,5105821460.0,New Project,113 Lincoln St,SANTA CRUZ,,,,,,,Design-Bid-Build,N,,,,,
RFQ/DB: Martinez Parking Structure Project,$ 10000000 - $ 20000000,,CONTRA COSTA,,,Parking Garage,Department of Veterans Affairs,2164478300.0,New Project,150 Muir Rd,MARTINEZ,,,,,,,Design/Build,Y,,FOLLOW UP,,,
Cesar Chavez Site Turf Field Replacement,$ 700000,,ALAMEDA,2025-08-01,,Site Development,Oakland Unified School District Facilities & Mgmt,2132757494.0,"Alterations, New Project",2825 International Blvd,OAKLAND,,,,,,,Design-Bid-Build,Y,,,,,
Palo Alto HCS Phase A Community Living Center REBID,$ 166034000,"S.J. Amoroso Construction Co., Inc.",SAN JOAQUIN,2025-07-01,2027-03-01,Elderly/Assisted Living,U S Army Corps of Engineers-Sacramento District,9165576933.0,New Project,S Manthey Rd immediately west of 6505 S Manthey Rd,FRENCH CAMP,7144332326.0,275 Baker St Ste B,Costa Mesa,,ORANGE,rschotter@sjamoroso.com,Design-Bid-Build,Y,http://www.sjamoroso.com/,REACH OUT,,,
Rancho Canada Del Oro Stock Pond Restoration,$ 620000,,SANTA CLARA,2025-05-01,,Storm Sewer,Santa Clara Valley Open Space Authority,6692109161.0,"Alterations, New Project",4289 Casa Loma Rd,MORGAN HILL,,,,,,,Design-Bid-Build,Y,,,,,
Advanced Quantitative Precipitation Information C-Band,$ 798000,,SONOMA,2025-05-01,,Guidance Detection Tracking System,Sonoma County Water Agency,7075265370.0,New Project,,SANTA ROSA,,,,,,,Design-Bid-Build,Y,,,,,
River Islands Area 4 SS Lift Station Ph2,$ 1000000 - $ 2999999,,SAN JOAQUIN,2025-05-01,,Sewage Treatment Plant,Reclamation District #2062 (Stewart Tract),2098797900.0,New Project,,Lathrop,,,,,,,Design-Bid-Build,Y,,,,,
House,$ 530000,,CONTRA COSTA,,,Sale/Spec Homes,Environmental Lifecycle Mgmt Inc,,New Project,353 Highland Dr,Danville,,,,,,,,,,,,,
Iron Horse Village,$ 25000000 - $ 49999999,Lennar Homes,CONTRA COSTA,2025-07-01,,Apartments/Condominiums 1-3 Stories,,,New Project,3401 Crow Canyon Rd,SAN RAMON,9252420811.0,2603 CAMINO RAMON STE 525,SAN RAMON,,CONTRA COSTA,,Owner Uses Own Forces,N,,,,,
Corte Madera Creek Ph 1 Lower College of Marin Restoration,$ 3271832,"Ground Control, Inc.",MARIN,2025-09-01,2025-10-01,Storm Sewer,Marin County Flood Control District,4154736528.0,"Alterations, New Project",,SAN RAFAEL,4155088589.0,1485 Bay Shore Blvd Ste 451,San Francisco,,SAN FRANCISCO,efletcher@txohd.com,Design-Bid-Build,Y,https://groundci.com,,,,
"The Junction Building B2 Ground Up - Los Gatos, CA",$ 1000000 - $ 2999999,,SANTA CLARA,2025-08-01,,Retail (Other),Harmonie Park Development,4083559920.0,New Project,221 Bachman Ave,LOS GATOS,,,,,,,Design-Bid-Build,N,,,,,
Sutter Street Residential Mixed Use,$ 120550000,Nibbi Brothers General Contractors,SAN FRANCISCO,2025-09-01,2027-07-01,Apartments/Condominiums 4  Stories,,,New Project,1123 Sutter St,SAN FRANCISCO,4158631820.0,1000 Brannan St Ste 102,San Francisco,,SAN FRANCISCO,info@nibbi.com,Design-Bid-Build,N,http://www.nibbi.com,REACH OUT,,,
Vacaville USD New Central Kitchen Building - Sitework,$ 3786500,Abide Builders Inc,SOLANO,2025-08-01,2026-08-01,Site Development,Vacaville Unified School District,9167795935.0,New Project,542 Tulare Dr,VACAVILLE,9163751009.0,825 Riverside Pkwy Ste 120,West Sacramento,,YOLO,bids@abidebuilders.com,Design-Bid-Build,Y,http://abidebuilders.com/,,,,
"Tru by Hilton Hotel - Lodi, CA - Rebid",$ 5000000 - $ 9999999,,SAN JOAQUIN,2025-08-01,,Hotel/Motel,PDK Hospitality Llc,,New Project,6125 W Banner St,LODI,,,,,,,Design-Bid-Build,Y,,,,,
March Lane Self Storage Facility,$ 5000000 - $ 9999999,,SAN JOAQUIN,2025-07-01,,Warehouse,CA March LLC,4084760938.0,New Project,1050 E March Ln,STOCKTON,,,,,,,Design-Bid-Build,N,,,,,
RFP/LLB: Westlake Elementary School Modernization,$ 25000000 - $ 49999999,,SANTA CRUZ,,,Primary School,Santa Cruz City Schools,8314244620.0,"Alterations, New Project",1000 High St,SANTA CRUZ,,,,,,,Design-Bid-Build,N,,,,,
House,$ 1340020,,SANTA CLARA,,,Sale/Spec Homes,Krishnan D,,New Project,14256 Saratoga Ave,Saratoga,,,,,,,,,,,,,
House,$ 2808960,,SANTA CLARA,,,Sale/Spec Homes,Bagalkotkar Satish L,,New Project,14835 Farwell Ave,Saratoga,,,,,,,,,,,,,
Bracher Elementary Modernization REBID,$ 1449042,Scapes Inc.,SANTA CLARA,2025-08-01,,Primary School,Santa Clara Unified School District,4084233244.0,"Alterations, New Project",2700 Chromite Dr,SANTA CLARA,6507124460.0,12344 San Mateo Rd,Half Moon Bay,Sadeq Alnaggar,SAN MATEO,,Design-Bid-Build,N,,MADE CONTACT,,,
House,$ 576000,,SANTA CLARA,,,Sale/Spec Homes,Xing Jianan,,New Project,12451 Curry Ct,Saratoga,,,,,,,,,,,,,
House,$ 1492000,,MARIN,,,Sale/Spec Homes,Glassie Georgia,,New Project,426 Pine St,Sausalito,,,,,,,,,,,,,
House,$ 1462212,,SANTA CLARA,,,Sale/Spec Homes,Paseo Lado Llc,,New Project,18645 Paseo Lado,Saratoga,,,,,,,,,,,,,
Albany - Marin Ave Pavement & Curb Rehabilitation Phase 2,$ 6129149,Calico California Constructores,ALAMEDA,2025-08-01,,Paving,City of Albany,5105594270.0,"Alterations, New Project",Marin Ave Key Rte Blvd to Tulare Ave,ALBANY,5109329899.0,1220 Marin Ave,San Pablo,,CONTRA COSTA,caconstructores@att.net,Design-Bid-Build,N,,,,,
Alameda Clement Avenue & Tilden Way Improvement,$ 7280922,"Bay Cities Paving & Grading, Inc.",ALAMEDA,2025-08-01,,Paving,City of Alameda Public Works Department,5107477900.0,"Alterations, New Project",Buena Vista Ave & Tilden Way Various Locations,ALAMEDA,9256876666.0,1450 Civic Ct Bldg B,Concord,,CONTRA COSTA,estimating@baycities.us,Design-Bid-Build,N,https://www.baycities.us,,,,
Alameda Underground Fuel Storage Tanks (UST) Replacement,$ 1975500,Armer/Norman & Associates,ALAMEDA,2025-09-01,,Storage Tank (Other),City of Alameda Public Works Department,5107477900.0,"Alterations, New Project",,ALAMEDA,9256719200.0,2600 Williams St,San Leandro,,ALAMEDA,pete@armer-norman.com,Design-Bid-Build,Y,http://www.armer-norman.com,,,,
San Jose USD 2025 Paving Maintenance Project 2,$ 2370000,"Silicon Valley Paving, Inc.",SANTA CLARA,2025-06-01,,Paving,San Jose Unified School District,4085356071.0,"Alterations, New Project",2001 Cottle Ave Various Location,SAN JOSE,4082869101.0,Po Box 26558,San Jose,Todd Rucker,SANTA CLARA,toddr@svpinc.com,Design-Bid-Build,N,http://www.svpinc.com,,,,
Thurgood Marshall Academic HS Outdoor Learning REBID,$ 5370000,EF Brett & Company Inc,SAN FRANCISCO,2025-06-01,2026-02-01,Middle/Senior High School,San Francisco Unified School District,4155372235.0,"Alterations, New Project",45 Conkling St,SAN FRANCISCO,4155248351.0,10 Paul Dr,San Rafael,,MARIN,,Design-Bid-Build,Y,https://www.efbrett.com/,,,,
2587 Telegraph Mixed Use Development (Pique),$ 15000000 - $ 24999999,"WEST Builders, Inc.",ALAMEDA,2025-01-01,2026-08-01,Apartments/Condominiums 4  Stories,,,New Project,2587 Telegraph Ave,BERKELEY,5103075678.0,120 Railroad Ave,Point Richmond,,CONTRA COSTA,dneuville@westbuilders.net,,N,http://www.westbuilders.net,,,,
HCA Good Samaritan Hospital - Parking Garage,$ 25000000 - $ 49999999,,SANTA CLARA,2025-08-01,2026-08-01,Parking Garage,HCA Hospital Corporation of America,6153449551.0,New Project,2425 Samaritan Dr 2333 Samaritan Dr,SAN JOSE,,,,,,,Design-Bid-Build,N,,,,,
Mountain House Town Hall & Library,$ 25000000 - $ 49999999,"Reeve-Knight Construction, Inc.",SAN JOAQUIN,2025-09-01,,Capitol/ Courthouse/City Hall,,,New Project,201 E Main St,MOUNTAIN HOUSE,9167865112.0,128 Ascot Dr,Roseville,,PLACER,todds@reeve-knight.com,,N,http://www.reeve-knight.com/,,,,
RFQ/SUBS: West Field Utilities and Paving Infrastructure,$ 67000000,,SAN MATEO,2025-03-01,,Water Treatment Plant,San Francisco International Airport,6508217875.0,"Alterations, New Project",W Field Rd West Area Drive,SAN FRANCISCO,,,,,,,Design-Bid-Build,Y,,REACH OUT,,,
Almond Gardens Housing Development,$ 15000000 - $ 24999999,,SOLANO,2025-08-01,,Apartments/Condominiums 4  Stories,"Harbor Park, LLC",9167401276.0,New Project,707 Almond St,SUISUN CITY,,,,,,,Design-Bid-Build,N,,,,,
Acacia Avenue Residential Development,$ 3000000 - $ 4999999,Dividend Homes Corp Office,SANTA CLARA,2025-05-01,,Apartments/Condominiums 1-3 Stories,,,New Project,420 Acacia Ave,PALO ALTO,4087795900.0,385 Woodview Ave Ste 100,Morgan Hill,,SANTA CLARA,info@dividendhomes.com,Design/Build,N,http://dividendhomes.com/news/,,,,
California St Orange Groves Waterline Recycled,$ 629664,Q&E Pipeline Co.,SAN FRANCISCO,2025-05-01,2025-10-01,Water Line,City of Redlands-Purchasing,9097987525.0,"Alterations, New Project",California St,SAN FRANCISCO,9097068286.0,2235 Marquette Ave,Pomona,Mr. Jesus Lopez,EASTERN LA COUNTY,lopz_jesus@yahoo.com,Design-Bid-Build,Y,,,,,
New Fire Station 36 & 39,$ 19060217,"Broward Builders, Inc.",SOLANO,2025-08-01,,Fire/Police Station,City of Fairfield,7074287484.0,New Project,4525 Business Center Dr various location,FAIRFIELD,5306665635.0,1200 E Kentucky Ave,Woodland,,YOLO,estimating@browardbuilders.com,Design-Bid-Build,N,https://browardbuilders.com/,,,,
South Babb Creek Mitigation,$ 1225742,Granite Rock Company,SANTA CLARA,2025-08-01,2025-10-01,Site Development,Santa Clara Valley Water District,4086302279.0,"Alterations, New Project",,SAN JOSE,4085741400.0,509 Emory St,San Jose,Robert Snyder,SANTA CLARA,,Design/Build,N,,,,,
RFQ/GC: Watershed/Flood Control and Stream Maintenance IQC,$ 1000000 - $ 2999999,,NAPA,,,Storm Sewer,Napa County Flood Control/Water Conservation,7072598600.0,"Alterations, New Project",,NAPA,,,,,,,Design-Bid-Build,N,,,,,
Manzanita Elementary School New Parking Lot,$ 849820,"Holly Construction, Inc.",SONOMA,2025-06-01,,Sidewalk/Parking Lot,Rincon Valley Union School District,7075427375.0,New Project,1687 Yulupa Ave,SANTA ROSA,7075410700.0,73 Saint James Dr,Santa Rosa,,SONOMA,bids@hollygc.com,Design-Bid-Build,Y,https://hollygc.com/,,,,
Lazuli Landing Townhome Apartment Building & Parking Garage,$ 25000000 - $ 49999999,Nibbi Brothers General Contractors,ALAMEDA,2025-09-01,2027-01-01,Apartments/Condominiums 4  Stories,MidPen Housing,6503500484.0,New Project,Mission Blvd Between D Street & E Street,UNION CITY,4158631820.0,1000 Brannan St Ste 102,San Francisco,Bob Nibbi,SAN FRANCISCO,bobn@nibbi.com,Design-Bid-Build,N,http://www.nibbi.com,,,,
El Cerrito Plaza Parcel A-South Apartment Building,$ 15000000 - $ 24999999,Nibbi Brothers General Contractors,CONTRA COSTA,2025-12-01,,Apartments/Condominiums 4  Stories,Related Companies of California,6504650077.0,New Project,515 Richmond St,EL CERRITO,4158631820.0,1000 Brannan St Ste 102,San Francisco,,SAN FRANCISCO,info@nibbi.com,Owner Uses Own Forces,N,http://www.nibbi.com,,,,
Concord Residential Pavement Maintenance Phase C,$ 2622375,MCK Services,CONTRA COSTA,2025-08-01,,Paving,City of Concord Public Works,9256712489.0,"Alterations, New Project",,CONCORD,9259579200.0,865 Howe Rd,Martinez,Jennifer Mclaughlin,CONTRA COSTA,jmclaughlin@mckpaving.com,Design-Bid-Build,N,https://www.mckpaving.com/,,,,
Mission Bay South Block 4 East Apartments w/ Parking Garage,$ 50000000 - $ 75000000,,SAN FRANCISCO,2027-02-01,,Apartments/Condominiums 4  Stories,,,New Project,Mission Rock & 3rd St,SAN FRANCISCO,,,,,,,,N,,,,,
Palm/Mann/Cypress Gravity Sewer Improvements,$ 3544115,"Glosage Engineering, Inc",MARIN,2025-08-01,,Sanitary Sewer,Sanitary Dist #1 of Marin Co-Ross Valley Sanitary,4152592949.0,"Alterations, New Project",Palm Ave Various Location,SAN RAFAEL,5108154505.0,590 S 33rd St,Richmond,Luis A Guzman,CONTRA COSTA,guzmancrp@yahoo.com,Design-Bid-Build,Y,https://www.glosage.com/about,,,,
Salt Works Pump Station Improvements,$ 4000497,"Cats 4U, Inc.",MARIN,2025-06-01,,Sewage Treatment Plant,Sewerage Agency of Southern Marin,4153882402.0,"Alterations, New Project",241 Tiburon Blvd,TIBURON,7074338304.0,13503 Healdsburg Ave,Healdsburg,Joy Camilli,SONOMA,joy@cats4u.net,Design-Bid-Build,Y,http://www.cats4u.net/,,,,
La Vista Park Construction REBID,$ 32850547,Desilva Gates Construction,ALAMEDA,2025-08-01,2026-02-01,Miscellaneous Recreational,City of Hayward,5105834768.0,New Project,,HAYWARD,9258299220.0,12 N Sunset Ave,San Jose,,SANTA CLARA,,Design-Bid-Build,N,,,,,
River Islands Pkwy & Oberlin Ave Traffic Signal Installation,$ 616073,"Pacific Excavation, Inc.",SAN JOAQUIN,2025-08-01,,Roadway Lighting,City of Lathrop,2099417427.0,New Project,River Islands Pkwy & Oberlin Ave,LATHROP,9166862800.0,9796 Kent St,Elk Grove,,SACRAMENTO,,Design-Bid-Build,N,http://www.thebluebook.com/iproview/320730/,,,,
2025 El Cerrito Surface Seal,$ 2926399,Pavement Coatings,CONTRA COSTA,2025-08-01,,Paving,City of El Cerrito,5108678302.0,"Alterations, New Project",Various Locations,EL CERRITO,8056470693.0,736 Mission Rock Rd,Santa Paula,,VENTURA,cpierce@pavementrecycling.com,Design-Bid-Build,N,https://pavementrecycling.com/,,,,
Kooser Road Apartments w/ Parking Garage (The Arcade),$ 25000000 - $ 49999999,HA Builder Group,SANTA CLARA,2025-09-01,,Apartments/Condominiums 4  Stories,,,New Project,1371 Kooser Rd,SAN JOSE,6196541056.0,131 Chambers St,El Cajon,Micah Spano,SAN DIEGO,m.spano@habuilders.com,,N,https://habuilders.com/,,,,
The Whitford of Dublin Senior Living,$ 15000000 - $ 24999999,W.E. O'Neil Construction Co.,ALAMEDA,2025-02-01,2026-02-01,Elderly/Assisted Living,Harbert Management Corporation,2059875500.0,New Project,5751 Arnold Rd,DUBLIN,9254662990.0,4309 Hacienda Dr Ste 530,Pleasanton,,ALAMEDA,ljurilla@weoneil.com,,N,,,,,
JMES Parking Lot Drainage Installation,$ 629338,"Rege Construction, Inc.",SONOMA,2025-06-01,,Sidewalk/Parking Lot,Santa Rosa City School District,7078903800.0,New Project,2567 Marlow Rd,SANTA ROSA,7078945143.0,600 SANTANA DR,CLOVERDALE,,SONOMA,zach@regeconstruction.com,Design-Bid-Build,N,http://www.regeconstruction.com/,,,,
RFP/CM: Casey & Swanston Water Line Replacement,$ 6700000,,SANTA CLARA,,,Water Line,City of Gilroy,4088460400.0,New Project,Swanston Ln & Casey Ln,GILROY,,,,,,,Construction Management at Risk,N,,,,,
Branciforte MS Modernization Phase 2 LEASE/LEASE BACK,$ 10000000 - $ 14999999,XL Construction,SANTA CRUZ,2025-08-01,2026-05-01,Middle/Senior High School,Santa Cruz City Schools,8314244620.0,New Project,315 Poplar Ave,SANTA CRUZ,4082406000.0,851 Buckeye Ct,Milpitas,Ferdinand Flores,SANTA CLARA,fflores@xlconstruction.com,Design-Bid-Build,Y,https://www.xlconstruction.com/,,,,
RFP/CM: Murray At Burke Water Line Reroute Replacement,$ 603194,,SANTA CLARA,2026-11-01,,Water Line,City of Gilroy,4088460400.0,New Project,Murray Ave,GILROY,,,,,,,Construction Management at Risk,N,,,,,
RFP/CM: Broadway & Sargent Water Line Replacement,$ 6700000,,SANTA CLARA,2026-07-01,,Water Line,City of Gilroy,4088460400.0,New Project,Broadway Sargent Street,GILROY,,,,,,,Construction Management at Risk,N,,,,,
RFP/CM: Church & Gurries Water Line Replacement,$ 6700000,,SANTA CLARA,2026-11-01,,Water Line,City of Gilroy,4088460400.0,New Project,Gurries Dr & Church St,GILROY,,,,,,,Construction Management at Risk,N,,,,,
Brazos Railroad Timber Bridge Repairs Phase II,$ 604235,,SONOMA,2025-08-01,,Bridge,Sonoma Marin Area Rail Transit District (SMART),7072858256.0,"Alterations, New Project",8050 Sears Point Rd Various locations,SONOMA,,,,,,,Design-Bid-Build,Y,,,,,
Moosehead Drive Water Main Replacement,$ 1626000,,SANTA CRUZ,2025-08-01,,Water Line,Soquel Creek Water District,8314758500.0,New Project,Moosehead Drive Various Locations,Soquel,,,,,,,Design-Bid-Build,Y,,,,,
FY2025 Berkeley City Drainage Improvements,$ 3997487,"Kerex Engineering, Inc.",ALAMEDA,2025-08-01,,Storm Sewer,City of Berkeley,5109816660.0,"Alterations, New Project",Various Locations,BERKELEY,3476135788.0,Po Box 23831,Pleasant Hill,,CONTRA COSTA,patrick@kerexengineering.com,Design-Bid-Build,N,,,,,
RFP/CM: Monterey Leavesley To Ronan Water Line Replacement,$ 5473373,,SANTA CLARA,2026-11-01,,Water Line,City of Gilroy,4088460400.0,New Project,Monterey Rd btwn Leavesley Rd Ronan Ave,GILROY,,,,,,,Construction Management at Risk,N,,,,,
RFP/CM: Church Street Welburn To First Water Line Replace,$ 1423735,,SANTA CLARA,2026-11-01,,Water Line,City of Gilroy,4088460400.0,New Project,Church St,GILROY,,,,,,,Construction Management at Risk,N,,,,,
"Union, Beach and Lincoln Streets Water Main Replacement",$ 4696715,"KJ Woods Construction, Inc.",SANTA CRUZ,2025-08-01,,Water Line,City of Watsonville,8317683462.0,"Alterations, New Project",Union St Various location,WATSONVILLE,4157590506.0,Po Box 947,South San Francisco,,SAN MATEO,office@kjwoods.com,Design-Bid-Build,Y,https://www.kjwoods.com/,,,,
Traffic Detector Loop Replacement,$ 645840,"Bear Electrical Solutions, Llc",SANTA CLARA,2025-08-01,,Roadway Lighting,City of San Jose,4085353500.0,"Alterations, New Project",,SAN JOSE,4084495178.0,1252 State Street,San Jose,,SANTA CLARA,estimating@bear-electrical.com,Design-Bid-Build,Y,,,,,
Warnerville Substation Rehabilitation Phase 2,$ 6695000,,SAN FRANCISCO,2025-08-01,,Electric Substation,San Francisco Public Utilities Commission,4159613331.0,"Alterations, New Project",,SAN FRANCISCO,,,,,,,,N,,,,,
Richmond City - Citywide Concrete Repair IQC,$ 1000000 - $ 2999999,,CONTRA COSTA,2025-08-01,,Paving,City of Richmond,5106206696.0,"Alterations, New Project",Various Locations,Richmond,,,,,,,Design-Bid-Build,N,,,,,
2026 ADA Curb Ramps Concrete IQC,$ 2685000,,SANTA CLARA,2025-09-01,,Paving,City of San Jose Public Works,4085358300.0,"Alterations, New Project",,SAN JOSE,,,,,,,Design-Bid-Build,N,,,,,
Chick-Fil-A Restaurant,$ 750000 - $ 999999,KDC Construction,CONTRA COSTA,2025-06-01,,Food/Beverage Service,"Chick-fil-A, Inc.",4695074413.0,New Project,2290 Oak Grove Rd,WALNUT CREEK,7146326717.0,1927 N Glassell St,Orange,,ORANGE,lance.leonard@kdcconstruction.com,Design-Bid-Build,N,http://www.kdcconstruction.com,,,,
New Apartment Building,$ 500000,"LEK Enterprises, Inc",CONTRA COSTA,2025-06-01,,Apartments/Condominiums 1-3 Stories,,,New Project,1076 Carol Ln,LAFAYETTE,9169854102.0,2529 Mercantile Dr Ste B,Rancho Cordova,,SACRAMENTO,,,N,,,,,
Bay Trail Improvements at Pond A2W,$ 3263296,,SANTA CLARA,2025-08-01,,Park/Playground,City of Mountain View,6509036311.0,"Alterations, New Project",,MOUNTAIN VIEW,,,,,,,Design-Bid-Build,Y,,,,,
Berkeley FY 25 Wildcat Canyon Road Culvert Improvements,$ 3997487,"Kerex Engineering, Inc.",ALAMEDA,2025-08-01,,Storm Sewer,City of Berkeley Finance Dept/General Services,5109817320.0,"Alterations, New Project",Wildcat Canyon Rd,BERKELEY,3476135788.0,93 Monte Cresta Ave,Pleasant Hill,,CONTRA COSTA,patrick@kerexengineering.com,Design-Bid-Build,N,,,,,
Lodi Pacific Coast Producers New Office Building,$ 1000000 - $ 2999999,,SAN JOAQUIN,2025-09-01,,Office,Pacific Coast Producers,2093678800.0,New Project,,Lodi,,,,,,,Design-Bid-Build,Y,,,,,
North Housing PSH II,$ 3000000 - $ 4999999,"J.H. Fitzmaurice, Inc",ALAMEDA,2024-02-01,2025-08-01,Apartments/Condominiums 1-3 Stories,Island City Development,5107474320.0,New Project,520 Mosley Ave,ALAMEDA,5104447561.0,2857 Hannah St,Oakland,,ALAMEDA,bids@jhfoak.com,Design-Bid-Build,N,http://www.jhfoak.com,,,,
TUSD - Playground Equipment and Surfacing Replacements REBID,$ 548000,Pro Builders Cambridge &Amp; Center,SOLANO,2025-07-01,,Park/Playground,Travis Unified School District,7074374604.0,"Alterations, New Project",100 Cambridge Dr Various locations,VACAVILLE,,14408 Whittier Blvd Ste B9,Whittier,,SOUTHERN LA COUNTY,,Design-Bid-Build,N,,,,,
Stockton City East Complex Sewer Improvements Phase 1,$ 1157546,Soracco Inc.,SAN JOAQUIN,2025-08-01,,Sanitary Sewer,Port of Stockton,2099460246.0,"Alterations, New Project",,STOCKTON,2092674030.0,903 E Lodi Ave,Lodi,Clint Aboussleman,SAN JOAQUIN,info@soraccoinc.com,Design-Bid-Build,Y,http://www.soraccoinc.com,,,,
Manthey Road Pavement Rehabilitation,$ 721362,"Consolidated Engineering, Inc.",SAN JOAQUIN,2025-08-01,,Paving,City of Lathrop,2099417430.0,"Alterations, New Project",Manthey Rd,LATHROP,8003212752.0,9821 Business Park Dr,Sacramento,,SACRAMENTO,,Design-Bid-Build,N,,,,,
Magnussen's Toyota of Mountain View,$ 10000000 - $ 14999999,,SANTA CLARA,2025-08-01,,Vehicle Sales/Service,Magnussen's Toyota of Palo Alto,6504942100.0,New Project,2319 Old Middlefield Way,MOUNTAIN VIEW,,,,,,,,N,,,,,
